expected_loss,std_loss,var_99,var_999,es_99,p5,p25,p50,p75,p95,min_loss,max_loss,total_balance
44453621660.23506,13099611487.866196,81804625721.0244,99207853188.30884,89071385749.49004,30650656060.56411,32216346589.32974,41929253751.517746,52735249882.4475,69155641751.85449,30650656060.56411,128164017683.64243,693807569000.0
